Input Facts,Input Rules,Inference,Label,Template Type
 Sandra went to the bathroom. Daniel went to the bedroom. Mary went to the garden. Sandra moved to the hallway. Daniel journeyed to the bathroom. Mary journeyed to the kitchen. Sandra went to the bathroom. John went to the kitchen., If Sandra went to the bathroom then Sandra is in the bathroom. If Daniel went to the bedroom then Daniel is in the bedroom. If Mary went to the garden then Mary is in the garden. If Sandra moved to the hallway then Sandra is in the hallway. If Daniel journeyed to the bathroom then Daniel is in the bathroom. If Mary journeyed to the kitchen then Mary is in the kitchen. If Sandra went to the bathroom then Sandra is in the bathroom. If John went to the kitchen then John is in the kitchen.,Sandra is in the bedroom.,FALSE,Type 4-PersonLocationChange
 Sandra went to the bathroom. Daniel went to the bedroom. Mary went to the garden. Sandra moved to the hallway. Daniel journeyed to the bathroom. Mary journeyed to the kitchen. Sandra went to the bathroom. John went to the kitchen. Sandra went back to the kitchen. Sandra went to the office., If Sandra went to the bathroom then Sandra is in the bathroom. If Daniel went to the bedroom then Daniel is in the bedroom. If Mary went to the garden then Mary is in the garden. If Sandra moved to the hallway then Sandra is in the hallway. If Daniel journeyed to the bathroom then Daniel is in the bathroom. If Mary journeyed to the kitchen then Mary is in the kitchen. If Sandra went to the bathroom then Sandra is in the bathroom. If John went to the kitchen then John is in the kitchen. If Sandra went back to the kitchen then Sandra is in the kitchen. If Sandra went to the office then Sandra is in the office.,Sandra is in the bedroom.,FALSE,Type 4-PersonLocationChange
 Mary went to the hallway. Daniel travelled to the bathroom., If Mary went to the hallway then Mary is in the hallway. If Daniel travelled to the bathroom then Daniel is in the bathroom.,Mary is in the bathroom.,FALSE,Type 4-PersonLocationChange
 Mary went to the hallway. Daniel travelled to the bathroom. Mary journeyed to the bathroom. Daniel journeyed to the hallway., If Mary went to the hallway then Mary is in the hallway. If Daniel travelled to the bathroom then Daniel is in the bathroom. If Mary journeyed to the bathroom then Mary is in the bathroom. If Daniel journeyed to the hallway then Daniel is in the hallway.,Daniel is in the office.,FALSE,Type 4-PersonLocationChange
 Mary went to the hallway. Daniel travelled to the bathroom. Mary journeyed to the bathroom. Daniel journeyed to the hallway. Daniel went back to the garden. Daniel travelled to the office., If Mary went to the hallway then Mary is in the hallway. If Daniel travelled to the bathroom then Daniel is in the bathroom. If Mary journeyed to the bathroom then Mary is in the bathroom. If Daniel journeyed to the hallway then Daniel is in the hallway. If Daniel went back to the garden then Daniel is in the garden. If Daniel travelled to the office then Daniel is in the office.,Daniel is in the hallway.,FALSE,Type 4-PersonLocationChange
 Mary went to the hallway. Daniel travelled to the bathroom. Mary journeyed to the bathroom. Daniel journeyed to the hallway. Daniel went back to the garden. Daniel travelled to the office. Mary went to the office. Mary went back to the bathroom., If Mary went to the hallway then Mary is in the hallway. If Daniel travelled to the bathroom then Daniel is in the bathroom. If Mary journeyed to the bathroom then Mary is in the bathroom. If Daniel journeyed to the hallway then Daniel is in the hallway. If Daniel went back to the garden then Daniel is in the garden. If Daniel travelled to the office then Daniel is in the office. If Mary went to the office then Mary is in the office. If Mary went back to the bathroom then Mary is in the bathroom.,Mary is in the bedroom.,FALSE,Type 4-PersonLocationChange
 Mary went to the hallway. Daniel travelled to the bathroom. Mary journeyed to the bathroom. Daniel journeyed to the hallway. Daniel went back to the garden. Daniel travelled to the office. Mary went to the office. Mary went back to the bathroom. Mary went to the hallway. Daniel went to the bedroom., If Mary went to the hallway then Mary is in the hallway. If Daniel travelled to the bathroom then Daniel is in the bathroom. If Mary journeyed to the bathroom then Mary is in the bathroom. If Daniel journeyed to the hallway then Daniel is in the hallway. If Daniel went back to the garden then Daniel is in the garden. If Daniel travelled to the office then Daniel is in the office. If Mary went to the office then Mary is in the office. If Mary went back to the bathroom then Mary is in the bathroom. If Mary went to the hallway then Mary is in the hallway. If Daniel went to the bedroom then Daniel is in the bedroom.,Mary is in the bathroom.,FALSE,Type 4-PersonLocationChange
 John travelled to the kitchen. Daniel went to the kitchen., If John travelled to the kitchen then John is in the kitchen. If Daniel went to the kitchen then Daniel is in the kitchen.,Daniel is in the kitchen.,TRUE,Type 4-PersonLocationChange
 John travelled to the kitchen. Daniel went to the kitchen. John went back to the hallway. John moved to the office., If John travelled to the kitchen then John is in the kitchen. If Daniel went to the kitchen then Daniel is in the kitchen. If John went back to the hallway then John is in the hallway. If John moved to the office then John is in the office.,John is in the kitchen.,FALSE,Type 4-PersonLocationChange
 John travelled to the kitchen. Daniel went to the kitchen. John went back to the hallway. John moved to the office. Mary moved to the bedroom. John travelled to the bedroom., If John travelled to the kitchen then John is in the kitchen. If Daniel went to the kitchen then Daniel is in the kitchen. If John went back to the hallway then John is in the hallway. If John moved to the office then John is in the office. If Mary moved to the bedroom then Mary is in the bedroom. If John travelled to the bedroom then John is in the bedroom.,Mary is in the kitchen.,FALSE,Type 4-PersonLocationChange
 John travelled to the kitchen. Daniel went to the kitchen. John went back to the hallway. John moved to the office. Mary moved to the bedroom. John travelled to the bedroom. John went back to the bathroom. Sandra moved to the kitchen., If John travelled to the kitchen then John is in the kitchen. If Daniel went to the kitchen then Daniel is in the kitchen. If John went back to the hallway then John is in the hallway. If John moved to the office then John is in the office. If Mary moved to the bedroom then Mary is in the bedroom. If John travelled to the bedroom then John is in the bedroom. If John went back to the bathroom then John is in the bathroom. If Sandra moved to the kitchen then Sandra is in the kitchen.,Mary is in the kitchen.,FALSE,Type 4-PersonLocationChange
 John travelled to the kitchen. Daniel went to the kitchen. John went back to the hallway. John moved to the office. Mary moved to the bedroom. John travelled to the bedroom. John went back to the bathroom. Sandra moved to the kitchen. John journeyed to the garden. Sandra went to the office., If John travelled to the kitchen then John is in the kitchen. If Daniel went to the kitchen then Daniel is in the kitchen. If John went back to the hallway then John is in the hallway. If John moved to the office then John is in the office. If Mary moved to the bedroom then Mary is in the bedroom. If John travelled to the bedroom then John is in the bedroom. If John went back to the bathroom then John is in the bathroom. If Sandra moved to the kitchen then Sandra is in the kitchen. If John journeyed to the garden then John is in the garden. If Sandra went to the office then Sandra is in the office.,John is in the bathroom.,FALSE,Type 4-PersonLocationChange
 Mary travelled to the garden. Daniel went to the office., If Mary travelled to the garden then Mary is in the garden. If Daniel went to the office then Daniel is in the office.,Daniel is in the bedroom.,FALSE,Type 4-PersonLocationChange
 Mary travelled to the garden. Daniel went to the office. Daniel travelled to the kitchen. Sandra journeyed to the kitchen., If Mary travelled to the garden then Mary is in the garden. If Daniel went to the office then Daniel is in the office. If Daniel travelled to the kitchen then Daniel is in the kitchen. If Sandra journeyed to the kitchen then Sandra is in the kitchen.,Daniel is in the kitchen.,TRUE,Type 4-PersonLocationChange
 Mary travelled to the garden. Daniel went to the office. Daniel travelled to the kitchen. Sandra journeyed to the kitchen. Mary went back to the hallway. Daniel went to the bedroom., If Mary travelled to the garden then Mary is in the garden. If Daniel went to the office then Daniel is in the office. If Daniel travelled to the kitchen then Daniel is in the kitchen. If Sandra journeyed to the kitchen then Sandra is in the kitchen. If Mary went back to the hallway then Mary is in the hallway. If Daniel went to the bedroom then Daniel is in the bedroom.,Daniel is in the bathroom.,FALSE,Type 4-PersonLocationChange
 Mary travelled to the garden. Daniel went to the office. Daniel travelled to the kitchen. Sandra journeyed to the kitchen. Mary went back to the hallway. Daniel went to the bedroom. Mary moved to the bathroom. Sandra journeyed to the bathroom., If Mary travelled to the garden then Mary is in the garden. If Daniel went to the office then Daniel is in the office. If Daniel travelled to the kitchen then Daniel is in the kitchen. If Sandra journeyed to the kitchen then Sandra is in the kitchen. If Mary went back to the hallway then Mary is in the hallway. If Daniel went to the bedroom then Daniel is in the bedroom. If Mary moved to the bathroom then Mary is in the bathroom. If Sandra journeyed to the bathroom then Sandra is in the bathroom.,Mary is in the hallway.,FALSE,Type 4-PersonLocationChange
 Mary travelled to the garden. Daniel went to the office. Daniel travelled to the kitchen. Sandra journeyed to the kitchen. Mary went back to the hallway. Daniel went to the bedroom. Mary moved to the bathroom. Sandra journeyed to the bathroom. John journeyed to the garden. Sandra went to the garden., If Mary travelled to the garden then Mary is in the garden. If Daniel went to the office then Daniel is in the office. If Daniel travelled to the kitchen then Daniel is in the kitchen. If Sandra journeyed to the kitchen then Sandra is in the kitchen. If Mary went back to the hallway then Mary is in the hallway. If Daniel went to the bedroom then Daniel is in the bedroom. If Mary moved to the bathroom then Mary is in the bathroom. If Sandra journeyed to the bathroom then Sandra is in the bathroom. If John journeyed to the garden then John is in the garden. If Sandra went to the garden then Sandra is in the garden.,Sandra is in the garden.,TRUE,Type 4-PersonLocationChange
 Mary went back to the hallway. John went to the garden., If Mary went back to the hallway then Mary is in the hallway. If John went to the garden then John is in the garden.,Mary is in the office.,FALSE,Type 4-PersonLocationChange
 Mary went back to the hallway. John went to the garden. Sandra travelled to the bedroom. Mary travelled to the bedroom., If Mary went back to the hallway then Mary is in the hallway. If John went to the garden then John is in the garden. If Sandra travelled to the bedroom then Sandra is in the bedroom. If Mary travelled to the bedroom then Mary is in the bedroom.,Mary is in the garden.,FALSE,Type 4-PersonLocationChange
 Mary went back to the hallway. John went to the garden. Sandra travelled to the bedroom. Mary travelled to the bedroom. Sandra moved to the kitchen. Daniel went back to the bedroom., If Mary went back to the hallway then Mary is in the hallway. If John went to the garden then John is in the garden. If Sandra travelled to the bedroom then Sandra is in the bedroom. If Mary travelled to the bedroom then Mary is in the bedroom. If Sandra moved to the kitchen then Sandra is in the kitchen. If Daniel went back to the bedroom then Daniel is in the bedroom.,Daniel is in the bedroom.,TRUE,Type 4-PersonLocationChange
 Mary went back to the hallway. John went to the garden. Sandra travelled to the bedroom. Mary travelled to the bedroom. Sandra moved to the kitchen. Daniel went back to the bedroom. Mary went back to the garden. Daniel went to the office., If Mary went back to the hallway then Mary is in the hallway. If John went to the garden then John is in the garden. If Sandra travelled to the bedroom then Sandra is in the bedroom. If Mary travelled to the bedroom then Mary is in the bedroom. If Sandra moved to the kitchen then Sandra is in the kitchen. If Daniel went back to the bedroom then Daniel is in the bedroom. If Mary went back to the garden then Mary is in the garden. If Daniel went to the office then Daniel is in the office.,Mary is in the office.,FALSE,Type 4-PersonLocationChange
 Mary went back to the hallway. John went to the garden. Sandra travelled to the bedroom. Mary travelled to the bedroom. Sandra moved to the kitchen. Daniel went back to the bedroom. Mary went back to the garden. Daniel went to the office. Daniel moved to the garden. Sandra travelled to the hallway., If Mary went back to the hallway then Mary is in the hallway. If John went to the garden then John is in the garden. If Sandra travelled to the bedroom then Sandra is in the bedroom. If Mary travelled to the bedroom then Mary is in the bedroom. If Sandra moved to the kitchen then Sandra is in the kitchen. If Daniel went back to the bedroom then Daniel is in the bedroom. If Mary went back to the garden then Mary is in the garden. If Daniel went to the office then Daniel is in the office. If Daniel moved to the garden then Daniel is in the garden. If Sandra travelled to the hallway then Sandra is in the hallway.,Daniel is in the garden.,TRUE,Type 4-PersonLocationChange
 Sandra went back to the office. Daniel moved to the hallway., If Sandra went back to the office then Sandra is in the office. If Daniel moved to the hallway then Daniel is in the hallway.,Sandra is in the office.,TRUE,Type 4-PersonLocationChange
 Sandra went back to the office. Daniel moved to the hallway. Daniel travelled to the garden. Mary moved to the bathroom., If Sandra went back to the office then Sandra is in the office. If Daniel moved to the hallway then Daniel is in the hallway. If Daniel travelled to the garden then Daniel is in the garden. If Mary moved to the bathroom then Mary is in the bathroom.,Daniel is in the hallway.,FALSE,Type 4-PersonLocationChange
 Sandra went back to the office. Daniel moved to the hallway. Daniel travelled to the garden. Mary moved to the bathroom. Sandra went back to the kitchen. Sandra moved to the garden., If Sandra went back to the office then Sandra is in the office. If Daniel moved to the hallway then Daniel is in the hallway. If Daniel travelled to the garden then Daniel is in the garden. If Mary moved to the bathroom then Mary is in the bathroom. If Sandra went back to the kitchen then Sandra is in the kitchen. If Sandra moved to the garden then Sandra is in the garden.,Sandra is in the office.,FALSE,Type 4-PersonLocationChange
 Sandra went back to the office. Daniel moved to the hallway. Daniel travelled to the garden. Mary moved to the bathroom. Sandra went back to the kitchen. Sandra moved to the garden. Sandra went to the kitchen. Daniel went to the bathroom., If Sandra went back to the office then Sandra is in the office. If Daniel moved to the hallway then Daniel is in the hallway. If Daniel travelled to the garden then Daniel is in the garden. If Mary moved to the bathroom then Mary is in the bathroom. If Sandra went back to the kitchen then Sandra is in the kitchen. If Sandra moved to the garden then Sandra is in the garden. If Sandra went to the kitchen then Sandra is in the kitchen. If Daniel went to the bathroom then Daniel is in the bathroom.,Sandra is in the bedroom.,FALSE,Type 4-PersonLocationChange
 Sandra went back to the office. Daniel moved to the hallway. Daniel travelled to the garden. Mary moved to the bathroom. Sandra went back to the kitchen. Sandra moved to the garden. Sandra went to the kitchen. Daniel went to the bathroom. John journeyed to the bathroom. John went back to the garden., If Sandra went back to the office then Sandra is in the office. If Daniel moved to the hallway then Daniel is in the hallway. If Daniel travelled to the garden then Daniel is in the garden. If Mary moved to the bathroom then Mary is in the bathroom. If Sandra went back to the kitchen then Sandra is in the kitchen. If Sandra moved to the garden then Sandra is in the garden. If Sandra went to the kitchen then Sandra is in the kitchen. If Daniel went to the bathroom then Daniel is in the bathroom. If John journeyed to the bathroom then John is in the bathroom. If John went back to the garden then John is in the garden.,John is in the bedroom.,FALSE,Type 4-PersonLocationChange
 Sandra went back to the bedroom. Mary went back to the hallway., If Sandra went back to the bedroom then Sandra is in the bedroom. If Mary went back to the hallway then Mary is in the hallway.,Mary is in the bedroom.,FALSE,Type 4-PersonLocationChange
 Sandra went back to the bedroom. Mary went back to the hallway. Mary moved to the bathroom. Mary went to the hallway., If Sandra went back to the bedroom then Sandra is in the bedroom. If Mary went back to the hallway then Mary is in the hallway. If Mary moved to the bathroom then Mary is in the bathroom. If Mary went to the hallway then Mary is in the hallway.,Mary is in the kitchen.,FALSE,Type 4-PersonLocationChange
 Sandra went back to the bedroom. Mary went back to the hallway. Mary moved to the bathroom. Mary went to the hallway. Daniel travelled to the bathroom. Sandra went back to the office., If Sandra went back to the bedroom then Sandra is in the bedroom. If Mary went back to the hallway then Mary is in the hallway. If Mary moved to the bathroom then Mary is in the bathroom. If Mary went to the hallway then Mary is in the hallway. If Daniel travelled to the bathroom then Daniel is in the bathroom. If Sandra went back to the office then Sandra is in the office.,Daniel is in the kitchen.,FALSE,Type 4-PersonLocationChange
 Sandra went back to the bedroom. Mary went back to the hallway. Mary moved to the bathroom. Mary went to the hallway. Daniel travelled to the bathroom. Sandra went back to the office. Mary moved to the kitchen. John journeyed to the bathroom., If Sandra went back to the bedroom then Sandra is in the bedroom. If Mary went back to the hallway then Mary is in the hallway. If Mary moved to the bathroom then Mary is in the bathroom. If Mary went to the hallway then Mary is in the hallway. If Daniel travelled to the bathroom then Daniel is in the bathroom. If Sandra went back to the office then Sandra is in the office. If Mary moved to the kitchen then Mary is in the kitchen. If John journeyed to the bathroom then John is in the bathroom.,Sandra is in the hallway.,FALSE,Type 4-PersonLocationChange
 Sandra went back to the bedroom. Mary went back to the hallway. Mary moved to the bathroom. Mary went to the hallway. Daniel travelled to the bathroom. Sandra went back to the office. Mary moved to the kitchen. John journeyed to the bathroom. Mary moved to the bathroom. Sandra went back to the kitchen., If Sandra went back to the bedroom then Sandra is in the bedroom. If Mary went back to the hallway then Mary is in the hallway. If Mary moved to the bathroom then Mary is in the bathroom. If Mary went to the hallway then Mary is in the hallway. If Daniel travelled to the bathroom then Daniel is in the bathroom. If Sandra went back to the office then Sandra is in the office. If Mary moved to the kitchen then Mary is in the kitchen. If John journeyed to the bathroom then John is in the bathroom. If Mary moved to the bathroom then Mary is in the bathroom. If Sandra went back to the kitchen then Sandra is in the kitchen.,Mary is in the bedroom.,FALSE,Type 4-PersonLocationChange
 John went to the kitchen. John went to the hallway., If John went to the kitchen then John is in the kitchen. If John went to the hallway then John is in the hallway.,John is in the hallway.,TRUE,Type 4-PersonLocationChange
 John went to the kitchen. John went to the hallway. Sandra moved to the garden. Sandra went back to the kitchen., If John went to the kitchen then John is in the kitchen. If John went to the hallway then John is in the hallway. If Sandra moved to the garden then Sandra is in the garden. If Sandra went back to the kitchen then Sandra is in the kitchen.,Sandra is in the office.,FALSE,Type 4-PersonLocationChange
 John went to the kitchen. John went to the hallway. Sandra moved to the garden. Sandra went back to the kitchen. John moved to the bedroom. Sandra went back to the bathroom., If John went to the kitchen then John is in the kitchen. If John went to the hallway then John is in the hallway. If Sandra moved to the garden then Sandra is in the garden. If Sandra went back to the kitchen then Sandra is in the kitchen. If John moved to the bedroom then John is in the bedroom. If Sandra went back to the bathroom then Sandra is in the bathroom.,Sandra is in the hallway.,FALSE,Type 4-PersonLocationChange
 John went to the kitchen. John went to the hallway. Sandra moved to the garden. Sandra went back to the kitchen. John moved to the bedroom. Sandra went back to the bathroom. Sandra went to the hallway. Daniel journeyed to the office., If John went to the kitchen then John is in the kitchen. If John went to the hallway then John is in the hallway. If Sandra moved to the garden then Sandra is in the garden. If Sandra went back to the kitchen then Sandra is in the kitchen. If John moved to the bedroom then John is in the bedroom. If Sandra went back to the bathroom then Sandra is in the bathroom. If Sandra went to the hallway then Sandra is in the hallway. If Daniel journeyed to the office then Daniel is in the office.,Sandra is in the bedroom.,FALSE,Type 4-PersonLocationChange
 John went to the kitchen. John went to the hallway. Sandra moved to the garden. Sandra went back to the kitchen. John moved to the bedroom. Sandra went back to the bathroom. Sandra went to the hallway. Daniel journeyed to the office. Daniel travelled to the bedroom. Daniel travelled to the garden., If John went to the kitchen then John is in the kitchen. If John went to the hallway then John is in the hallway. If Sandra moved to the garden then Sandra is in the garden. If Sandra went back to the kitchen then Sandra is in the kitchen. If John moved to the bedroom then John is in the bedroom. If Sandra went back to the bathroom then Sandra is in the bathroom. If Sandra went to the hallway then Sandra is in the hallway. If Daniel journeyed to the office then Daniel is in the office. If Daniel travelled to the bedroom then Daniel is in the bedroom. If Daniel travelled to the garden then Daniel is in the garden.,Daniel is in the bathroom.,FALSE,Type 4-PersonLocationChange
 Sandra journeyed to the bathroom. Daniel moved to the garden., If Sandra journeyed to the bathroom then Sandra is in the bathroom. If Daniel moved to the garden then Daniel is in the garden.,Daniel is in the office.,FALSE,Type 4-PersonLocationChange
 Sandra journeyed to the bathroom. Daniel moved to the garden. Mary went back to the garden. Daniel went back to the kitchen., If Sandra journeyed to the bathroom then Sandra is in the bathroom. If Daniel moved to the garden then Daniel is in the garden. If Mary went back to the garden then Mary is in the garden. If Daniel went back to the kitchen then Daniel is in the kitchen.,Daniel is in the bathroom.,FALSE,Type 4-PersonLocationChange
 Sandra journeyed to the bathroom. Daniel moved to the garden. Mary went back to the garden. Daniel went back to the kitchen. Mary went back to the bedroom. Mary went back to the bathroom., If Sandra journeyed to the bathroom then Sandra is in the bathroom. If Daniel moved to the garden then Daniel is in the garden. If Mary went back to the garden then Mary is in the garden. If Daniel went back to the kitchen then Daniel is in the kitchen. If Mary went back to the bedroom then Mary is in the bedroom. If Mary went back to the bathroom then Mary is in the bathroom.,Daniel is in the hallway.,FALSE,Type 4-PersonLocationChange
 Sandra journeyed to the bathroom. Daniel moved to the garden. Mary went back to the garden. Daniel went back to the kitchen. Mary went back to the bedroom. Mary went back to the bathroom. John journeyed to the hallway. John went back to the bedroom., If Sandra journeyed to the bathroom then Sandra is in the bathroom. If Daniel moved to the garden then Daniel is in the garden. If Mary went back to the garden then Mary is in the garden. If Daniel went back to the kitchen then Daniel is in the kitchen. If Mary went back to the bedroom then Mary is in the bedroom. If Mary went back to the bathroom then Mary is in the bathroom. If John journeyed to the hallway then John is in the hallway. If John went back to the bedroom then John is in the bedroom.,John is in the office.,FALSE,Type 4-PersonLocationChange
 Sandra journeyed to the bathroom. Daniel moved to the garden. Mary went back to the garden. Daniel went back to the kitchen. Mary went back to the bedroom. Mary went back to the bathroom. John journeyed to the hallway. John went back to the bedroom. Daniel journeyed to the bathroom. John went back to the office., If Sandra journeyed to the bathroom then Sandra is in the bathroom. If Daniel moved to the garden then Daniel is in the garden. If Mary went back to the garden then Mary is in the garden. If Daniel went back to the kitchen then Daniel is in the kitchen. If Mary went back to the bedroom then Mary is in the bedroom. If Mary went back to the bathroom then Mary is in the bathroom. If John journeyed to the hallway then John is in the hallway. If John went back to the bedroom then John is in the bedroom. If Daniel journeyed to the bathroom then Daniel is in the bathroom. If John went back to the office then John is in the office.,John is in the bathroom.,FALSE,Type 4-PersonLocationChange
 John went to the kitchen. John journeyed to the office., If John went to the kitchen then John is in the kitchen. If John journeyed to the office then John is in the office.,John is in the garden.,FALSE,Type 4-PersonLocationChange
 John went to the kitchen. John journeyed to the office. Daniel travelled to the bedroom. John journeyed to the kitchen., If John went to the kitchen then John is in the kitchen. If John journeyed to the office then John is in the office. If Daniel travelled to the bedroom then Daniel is in the bedroom. If John journeyed to the kitchen then John is in the kitchen.,John is in the bathroom.,FALSE,Type 4-PersonLocationChange
 John went to the kitchen. John journeyed to the office. Daniel travelled to the bedroom. John journeyed to the kitchen. John journeyed to the office. Mary went back to the bathroom., If John went to the kitchen then John is in the kitchen. If John journeyed to the office then John is in the office. If Daniel travelled to the bedroom then Daniel is in the bedroom. If John journeyed to the kitchen then John is in the kitchen. If John journeyed to the office then John is in the office. If Mary went back to the bathroom then Mary is in the bathroom.,Mary is in the bedroom.,FALSE,Type 4-PersonLocationChange
 John went to the kitchen. John journeyed to the office. Daniel travelled to the bedroom. John journeyed to the kitchen. John journeyed to the office. Mary went back to the bathroom. John journeyed to the garden. Sandra went to the bathroom., If John went to the kitchen then John is in the kitchen. If John journeyed to the office then John is in the office. If Daniel travelled to the bedroom then Daniel is in the bedroom. If John journeyed to the kitchen then John is in the kitchen. If John journeyed to the office then John is in the office. If Mary went back to the bathroom then Mary is in the bathroom. If John journeyed to the garden then John is in the garden. If Sandra went to the bathroom then Sandra is in the bathroom.,John is in the garden.,TRUE,Type 4-PersonLocationChange
 John went to the kitchen. John journeyed to the office. Daniel travelled to the bedroom. John journeyed to the kitchen. John journeyed to the office. Mary went back to the bathroom. John journeyed to the garden. Sandra went to the bathroom. Sandra journeyed to the office. John went back to the bathroom., If John went to the kitchen then John is in the kitchen. If John journeyed to the office then John is in the office. If Daniel travelled to the bedroom then Daniel is in the bedroom. If John journeyed to the kitchen then John is in the kitchen. If John journeyed to the office then John is in the office. If Mary went back to the bathroom then Mary is in the bathroom. If John journeyed to the garden then John is in the garden. If Sandra went to the bathroom then Sandra is in the bathroom. If Sandra journeyed to the office then Sandra is in the office. If John went back to the bathroom then John is in the bathroom.,Sandra is in the hallway.,FALSE,Type 4-PersonLocationChange
 Mary journeyed to the bedroom. Mary journeyed to the garden., If Mary journeyed to the bedroom then Mary is in the bedroom. If Mary journeyed to the garden then Mary is in the garden.,Mary is in the hallway.,FALSE,Type 4-PersonLocationChange
 Mary journeyed to the bedroom. Mary journeyed to the garden. Daniel went back to the garden. Mary went back to the hallway., If Mary journeyed to the bedroom then Mary is in the bedroom. If Mary journeyed to the garden then Mary is in the garden. If Daniel went back to the garden then Daniel is in the garden. If Mary went back to the hallway then Mary is in the hallway.,Daniel is in the office.,FALSE,Type 4-PersonLocationChange
 Mary journeyed to the bedroom. Mary journeyed to the garden. Daniel went back to the garden. Mary went back to the hallway. Daniel went to the hallway. John travelled to the bedroom., If Mary journeyed to the bedroom then Mary is in the bedroom. If Mary journeyed to the garden then Mary is in the garden. If Daniel went back to the garden then Daniel is in the garden. If Mary went back to the hallway then Mary is in the hallway. If Daniel went to the hallway then Daniel is in the hallway. If John travelled to the bedroom then John is in the bedroom.,Mary is in the kitchen.,FALSE,Type 4-PersonLocationChange
 Mary journeyed to the bedroom. Mary journeyed to the garden. Daniel went back to the garden. Mary went back to the hallway. Daniel went to the hallway. John travelled to the bedroom. Mary went to the garden. Mary went to the kitchen., If Mary journeyed to the bedroom then Mary is in the bedroom. If Mary journeyed to the garden then Mary is in the garden. If Daniel went back to the garden then Daniel is in the garden. If Mary went back to the hallway then Mary is in the hallway. If Daniel went to the hallway then Daniel is in the hallway. If John travelled to the bedroom then John is in the bedroom. If Mary went to the garden then Mary is in the garden. If Mary went to the kitchen then Mary is in the kitchen.,Mary is in the bathroom.,FALSE,Type 4-PersonLocationChange
 Mary journeyed to the bedroom. Mary journeyed to the garden. Daniel went back to the garden. Mary went back to the hallway. Daniel went to the hallway. John travelled to the bedroom. Mary went to the garden. Mary went to the kitchen. John moved to the kitchen. John went back to the garden., If Mary journeyed to the bedroom then Mary is in the bedroom. If Mary journeyed to the garden then Mary is in the garden. If Daniel went back to the garden then Daniel is in the garden. If Mary went back to the hallway then Mary is in the hallway. If Daniel went to the hallway then Daniel is in the hallway. If John travelled to the bedroom then John is in the bedroom. If Mary went to the garden then Mary is in the garden. If Mary went to the kitchen then Mary is in the kitchen. If John moved to the kitchen then John is in the kitchen. If John went back to the garden then John is in the garden.,John is in the hallway.,FALSE,Type 4-PersonLocationChange
 John journeyed to the bedroom. Mary moved to the garden., If John journeyed to the bedroom then John is in the bedroom. If Mary moved to the garden then Mary is in the garden.,John is in the hallway.,FALSE,Type 4-PersonLocationChange
 John journeyed to the bedroom. Mary moved to the garden. Mary journeyed to the bathroom. Mary travelled to the garden., If John journeyed to the bedroom then John is in the bedroom. If Mary moved to the garden then Mary is in the garden. If Mary journeyed to the bathroom then Mary is in the bathroom. If Mary travelled to the garden then Mary is in the garden.,John is in the garden.,FALSE,Type 4-PersonLocationChange
 John journeyed to the bedroom. Mary moved to the garden. Mary journeyed to the bathroom. Mary travelled to the garden. Mary went back to the bedroom. Sandra went back to the office., If John journeyed to the bedroom then John is in the bedroom. If Mary moved to the garden then Mary is in the garden. If Mary journeyed to the bathroom then Mary is in the bathroom. If Mary travelled to the garden then Mary is in the garden. If Mary went back to the bedroom then Mary is in the bedroom. If Sandra went back to the office then Sandra is in the office.,Mary is in the kitchen.,FALSE,Type 4-PersonLocationChange
 John journeyed to the bedroom. Mary moved to the garden. Mary journeyed to the bathroom. Mary travelled to the garden. Mary went back to the bedroom. Sandra went back to the office. Sandra travelled to the bathroom. Sandra travelled to the kitchen., If John journeyed to the bedroom then John is in the bedroom. If Mary moved to the garden then Mary is in the garden. If Mary journeyed to the bathroom then Mary is in the bathroom. If Mary travelled to the garden then Mary is in the garden. If Mary went back to the bedroom then Mary is in the bedroom. If Sandra went back to the office then Sandra is in the office. If Sandra travelled to the bathroom then Sandra is in the bathroom. If Sandra travelled to the kitchen then Sandra is in the kitchen.,Sandra is in the bedroom.,FALSE,Type 4-PersonLocationChange
 John journeyed to the bedroom. Mary moved to the garden. Mary journeyed to the bathroom. Mary travelled to the garden. Mary went back to the bedroom. Sandra went back to the office. Sandra travelled to the bathroom. Sandra travelled to the kitchen. Sandra moved to the hallway. Mary went to the bathroom., If John journeyed to the bedroom then John is in the bedroom. If Mary moved to the garden then Mary is in the garden. If Mary journeyed to the bathroom then Mary is in the bathroom. If Mary travelled to the garden then Mary is in the garden. If Mary went back to the bedroom then Mary is in the bedroom. If Sandra went back to the office then Sandra is in the office. If Sandra travelled to the bathroom then Sandra is in the bathroom. If Sandra travelled to the kitchen then Sandra is in the kitchen. If Sandra moved to the hallway then Sandra is in the hallway. If Mary went to the bathroom then Mary is in the bathroom.,Sandra is in the office.,FALSE,Type 4-PersonLocationChange
 Mary travelled to the kitchen. Sandra moved to the office., If Mary travelled to the kitchen then Mary is in the kitchen. If Sandra moved to the office then Sandra is in the office.,Sandra is in the bathroom.,FALSE,Type 4-PersonLocationChange
 Mary travelled to the kitchen. Sandra moved to the office. Mary went back to the bedroom. Mary journeyed to the kitchen., If Mary travelled to the kitchen then Mary is in the kitchen. If Sandra moved to the office then Sandra is in the office. If Mary went back to the bedroom then Mary is in the bedroom. If Mary journeyed to the kitchen then Mary is in the kitchen.,Mary is in the bathroom.,FALSE,Type 4-PersonLocationChange
